Zone,Area,Zone_type,LAD,ZonG,Core,D30_Districts ID
381,2,F,Winchester,-114,Core,8
382,2,F,Winchester,-114,Core,8
383,2,F,Winchester,-114,Core,8
384,2,F,Winchester,-114,Core,8
385,2,F,Winchester,-114,Core,8
386,2,F,Winchester,-114,Core,8
387,2,F,Winchester,-114,Core,8
388,3,F,Winchester,-114,Core,8
389,3,F,Winchester,-114,Core,8
390,3,F,Winchester,-114,Core,8
391,3,F,Winchester,-114,Core,8
392,3,F,Winchester,-114,Core,8
393,3,F,Winchester,-114,Core,8
394,3,F,Winchester,-114,Core,8
395,3,F,Winchester,-114,Core,8
396,3,F,Winchester,-114,Core,8
397,3,F,Winchester,-114,Core,8
398,3,F,Winchester,-114,Core,8
399,3,F,Winchester,-114,Core,8
400,3,F,Winchester,-114,Core,8
401,3,F,Winchester,-114,Core,8
402,3,F,Winchester,-114,Core,8
403,3,F,Winchester,-114,Core,8
404,3,F,Winchester,-114,Core,8
405,3,F,Winchester,-114,Core,8
406,3,F,Winchester,-114,Core,8
407,3,F,Winchester,-114,Core,8
408,3,F,Winchester,-114,Core,8
409,3,F,Winchester,-114,Core,8
410,3,F,Winchester,-114,Core,8
411,3,F,Winchester,-114,Core,8
412,3,F,Winchester,-114,Core,8
413,3,F,Winchester,-114,Core,8
414,3,F,Winchester,-114,Core,8
415,3,F,Winchester,-114,Core,8
416,3,F,Winchester,-114,Core,8
417,3,F,Winchester,-114,Core,8
418,3,F,Winchester,-114,Core,8
419,3,F,Winchester,-114,Core,8
420,3,F,Winchester,-114,Core,8
421,3,F,Winchester,-114,Core,8
422,2,F,Winchester,-114,Core,8
423,3,F,Winchester,-114,Core,8
424,3,F,Winchester,-114,Core,8
425,3,F,Winchester,-114,Core,8
426,3,F,Winchester,-114,Core,8
427,3,F,Winchester,-114,Core,8
428,3,F,Winchester,-114,Core,8
429,3,F,Winchester,-114,Core,8
430,3,F,Winchester,-114,Core,8
431,3,F,Winchester,-114,Core,8
432,3,F,Winchester,-114,Core,8
433,3,F,Winchester,-114,Core,8
434,3,F,Winchester,-114,Core,8
435,3,F,Winchester,-114,Core,8
436,3,F,Winchester,-114,Core,8
437,2,F,Gosport,-111,Core,4
438,2,F,Gosport,-111,Core,4
439,2,F,Gosport,-111,Core,4
440,2,F,Gosport,-111,Core,4
441,2,F,Gosport,-111,Core,4
442,2,F,Gosport,-111,Core,4
443,2,F,Gosport,-111,Core,4
444,2,F,Gosport,-111,Core,4
445,2,F,Gosport,-111,Core,4
446,2,F,Gosport,-111,Core,4
447,2,F,Gosport,-111,Core,4
448,2,F,Gosport,-111,Core,4
449,2,F,Gosport,-111,Core,4
450,2,F,Gosport,-111,Core,4
451,2,F,Gosport,-111,Core,4
452,2,F,Gosport,-111,Core,4
453,2,F,Gosport,-111,Core,4
454,2,F,Gosport,-111,Core,4
455,2,F,Gosport,-111,Core,4
456,2,F,Gosport,-111,Core,4
457,2,F,Gosport,-111,Core,4
458,2,F,Gosport,-111,Core,4
459,2,F,Gosport,-111,Core,4
460,2,F,Gosport,-111,Core,4
461,2,F,Gosport,-111,Core,4
462,2,F,Gosport,-111,Core,4
463,2,F,Gosport,-111,Core,4
464,2,F,Gosport,-111,Core,4
465,2,F,Gosport,-111,Core,4
466,2,F,Gosport,-111,Core,4
467,2,F,Gosport,-111,Core,4
468,2,F,Gosport,-111,Core,4
469,2,F,Gosport,-111,Core,4
470,2,F,Gosport,-111,Core,4
471,2,F,Gosport,-111,Core,4
472,2,F,Gosport,-111,Core,4
473,2,F,Gosport,-111,Core,4
474,2,F,Gosport,-111,Core,4
475,2,F,Gosport,-111,Core,4
476,2,F,Gosport,-111,Core,4
477,2,F,Gosport,-111,Core,4
478,2,F,Gosport,-111,Core,4
479,2,F,Gosport,-111,Core,4
480,2,F,Gosport,-111,Core,4
481,2,F,Gosport,-111,Core,4
482,2,F,Gosport,-111,Core,4
483,2,F,Gosport,-111,Core,4
484,2,F,Gosport,-111,Core,4
485,2,F,Gosport,-111,Core,4
486,2,F,Gosport,-111,Core,4
487,2,F,Portsmouth,-106,Core,9
488,2,F,Portsmouth,-106,Core,9
489,2,F,Portsmouth,-106,Core,9
490,2,F,Portsmouth,-106,Core,9
491,2,F,Portsmouth,-106,Core,9
492,2,F,Portsmouth,-106,Core,9
493,2,F,Portsmouth,-106,Core,9
494,2,F,Portsmouth,-106,Core,9
495,2,F,Portsmouth,-106,Core,9
496,2,F,Portsmouth,-106,Core,9
497,2,F,Portsmouth,-106,Core,9
498,2,F,Portsmouth,-106,Core,9
499,2,F,Portsmouth,-106,Core,9
500,2,F,Portsmouth,-106,Core,9
501,2,F,Portsmouth,-106,Core,9
502,2,F,Portsmouth,-106,Core,9
503,2,F,Portsmouth,-106,Core,9
504,2,F,Portsmouth,-106,Core,9
505,2,F,Portsmouth,-106,Core,9
506,2,F,Portsmouth,-106,Core,9
507,2,F,Portsmouth,-106,Core,9
508,2,F,Portsmouth,-106,Core,9
509,2,F,Portsmouth,-106,Core,9
510,2,F,Portsmouth,-106,Core,9
511,2,F,Portsmouth,-106,Core,9
512,2,F,Portsmouth,-106,Core,9
513,2,F,Portsmouth,-106,Core,9
514,2,F,Portsmouth,-106,Core,9
515,2,F,Portsmouth,-106,Core,9
516,2,F,Portsmouth,-106,Core,9
517,2,F,Portsmouth,-106,Core,9
518,2,F,Portsmouth,-106,Core,9
519,2,F,Portsmouth,-106,Core,9
520,2,F,Portsmouth,-106,Core,9
521,2,F,Portsmouth,-106,Core,9
522,2,F,Portsmouth,-106,Core,9
523,2,F,Portsmouth,-106,Core,9
524,2,F,Portsmouth,-106,Core,9
525,2,F,Portsmouth,-106,Core,9
526,2,F,Portsmouth,-106,Core,9
527,2,F,Portsmouth,-106,Core,9
528,2,F,Portsmouth,-106,Core,9
529,2,F,Portsmouth,-106,Core,9
530,2,F,Portsmouth,-106,Core,9
531,2,F,Portsmouth,-106,Core,9
532,2,F,Portsmouth,-106,Core,9
533,2,F,Portsmouth,-106,Core,9
534,2,F,Portsmouth,-106,Core,9
535,2,F,Portsmouth,-106,Core,9
536,2,F,Portsmouth,-106,Core,9
537,2,F,Portsmouth,-106,Core,9
538,2,F,Portsmouth,-106,Core,9
539,2,F,Portsmouth,-106,Core,9
540,2,F,Portsmouth,-106,Core,9
541,2,F,Portsmouth,-106,Core,9
542,2,F,Portsmouth,-106,Core,9
543,2,F,Portsmouth,-106,Core,9
544,2,F,Portsmouth,-106,Core,9
545,2,F,Portsmouth,-106,Core,9
546,2,F,Portsmouth,-106,Core,9
547,2,F,Portsmouth,-106,Core,9
548,2,F,Portsmouth,-106,Core,9
549,2,F,Portsmouth,-106,Core,9
550,2,F,Portsmouth,-106,Core,9
551,2,F,Portsmouth,-106,Core,9
552,2,F,Portsmouth,-106,Core,9
553,2,F,Portsmouth,-106,Core,9
554,2,F,Portsmouth,-106,Core,9
555,2,F,Portsmouth,-106,Core,9
556,2,F,Portsmouth,-106,Core,9
557,2,F,Portsmouth,-106,Core,9
558,2,F,Portsmouth,-106,Core,9
559,2,F,Portsmouth,-106,Core,9
560,2,F,Portsmouth,-106,Core,9
561,2,F,Portsmouth,-106,Core,9
562,2,F,Portsmouth,-106,Core,9
563,2,F,Portsmouth,-106,Core,9
564,2,F,Portsmouth,-106,Core,9
565,2,F,Portsmouth,-106,Core,9
566,2,F,Portsmouth,-106,Core,9
567,2,F,Portsmouth,-106,Core,9
568,2,F,Portsmouth,-106,Core,9
569,2,F,Portsmouth,-106,Core,9
570,2,F,Portsmouth,-106,Core,9
571,2,F,Portsmouth,-106,Core,9
572,2,F,Portsmouth,-106,Core,9
573,2,F,Portsmouth,-106,Core,9
574,2,F,Portsmouth,-106,Core,9
575,2,F,Portsmouth,-106,Core,9
576,2,F,Portsmouth,-106,Core,9
577,2,F,Portsmouth,-106,Core,9
578,2,F,Portsmouth,-106,Core,9
579,2,F,Portsmouth,-106,Core,9
580,2,F,Portsmouth,-106,Core,9
581,2,F,Portsmouth,-106,Core,9
582,2,F,Portsmouth,-106,Core,9
583,2,F,Portsmouth,-106,Core,9
584,2,F,Portsmouth,-106,Core,9
585,2,F,Portsmouth,-106,Core,9
586,2,F,Portsmouth,-106,Core,9
587,2,F,Portsmouth,-106,Core,9
588,2,F,Portsmouth,-106,Core,9
589,2,F,Portsmouth,-106,Core,9
590,2,F,Portsmouth,-106,Core,9
591,2,F,Havant,-116,Core,5
592,2,F,Havant,-116,Core,5
593,2,F,Havant,-116,Core,5
594,2,F,Havant,-116,Core,5
595,2,F,Havant,-116,Core,5
596,2,F,Havant,-116,Core,5
597,2,F,Havant,-116,Core,5
598,2,F,Havant,-116,Core,5
599,2,F,Havant,-116,Core,5
600,2,F,Havant,-116,Core,5
601,2,F,Havant,-116,Core,5
602,2,F,Havant,-116,Core,5
603,2,F,Havant,-116,Core,5
604,2,F,Havant,-116,Core,5
605,2,F,Havant,-116,Core,5
606,2,F,Havant,-116,Core,5
607,2,F,Havant,-116,Core,5
608,2,F,Havant,-116,Core,5
609,2,F,Havant,-116,Core,5
610,2,F,Havant,-116,Core,5
611,2,F,Havant,-116,Core,5
612,7,F,Havant,-116,Core,5
613,7,F,Havant,-116,Core,5
