District,Population,2019,2026,2031,2036,2046
6,16-74,29.916367841993633,461.60604233999766,977.0726755599972,1585.1211450699848,3178.1110484600067
6,75+,14.744242146002762,106.00806616000045,220.0161261200028,384.4585394299975,893.5070314399982
6,HHs,39.26061032400321,407.89294614999744,837.359626680005,1337.2606514500003,2561.2263476000007
6,jobs,198.02917291801714,204.45867032000388,784.9740680900068,1455.6450563100007,3156.7568918799952
6,workers,88.8933365940029,96.72122273999412,632.6222214599984,1298.2443918200006,2676.652524379999
4,under16,40.20042103799642,401.0039275300005,809.0079296700023,1218.0121325300024,1851.0201256000037
4,16-74,32.4012124079818,443.0139148400049,972.0246267999973,1641.0350675100053,3499.0655296299738
4,75+,7.800142518000939,43.000887450003574,100.0017453399978,212.00350167000033,631.0098271399966
4,HHs,43.20081209400814,425.00938085998496,887.0188170299953,1437.0295513999954,2803.0532562900044
4,jobs,188.41019645999404,189.01041575001,744.0406340499903,1377.075570150002,2988.1639709699957
4,workers,107.40181097400637,49.00610140001663,615.0168276399927,1397.02713691003,3007.052485499982
1,under16,17.21393117999969,137.45580266000024,266.0169686200006,393.6126896299993,605.3164196999992
1,16-74,33.82653768000273,211.66494905000036,394.6798176300017,607.3875051700034,1166.365242449996
1,75+,5.337914711999929,27.65479639000023,58.31062690999988,103.82958263999944,260.21605545000057
1,HHs,24.930853133999335,173.1453951500025,328.5017136200022,509.54803949000234,938.9938409200004
1,jobs,37.406867202000285,38.58594709999943,149.48347482000008,278.17387251999935,603.8652072200002
1,workers,46.883206986000005,94.07266188000358,280.0530421000003,483.07870118999745,987.7373290699961
17,under16,63.60000032399694,704.000003789999,1366.000007390012,1999.0000107500018,2928.0000154599984
17,16-74,76.80000039594597,1040.000005770009,2151.000011909986,3452.000019069994,6663.00003571999
17,75+,27.000000144002115,177.00000102999184,385.00000219000503,695.000003789999,1842.000009139978
17,HHs,88.8000004259884,903.0000044999906,1828.00000912002,2878.0000143700454,5435.00002722998
17,jobs,400.2000023699802,411.0000024799956,1597.0000095300202,2954.0000176400354,6404.000038229977
17,workers,194.40000094199058,352.0000017199418,1417.0000071100148,2822.0000144099977,5600.000028200011
15,under16,54.89791697999681,568.9092273899987,1101.1051616299992,1605.2311530299994,2404.133422250001
15,16-74,91.11190685399197,1063.8253962699964,2077.0074353200107,3192.686002919989,5833.959283849996
15,75+,19.84196528999746,174.92312046999723,350.2028836999998,582.5525890800018,1342.7415819799935
